Person Id,Floor Access DateTime,Floor Level,Building
23,11/18/15 9:49,8,B
53,11/18/15 9:49,4,C
11,11/18/15 9:50,8,C
65,11/18/15 9:52,10,B
54,11/18/15 9:55,2,C
26,11/18/15 9:55,5,C
56,11/18/15 9:58,1,B
30,11/18/15 9:58,1,B
5,11/18/15 9:59,8,B
75,11/18/15 9:59,4,B
74,11/18/15 9:59,4,C
55,11/18/15 12:00,5,C
88,11/18/15 12:00,10,C
45,11/18/15 12:02,2,B
52,11/18/15 12:02,2,B
82,11/18/15 12:02,4,A
46,11/18/15 12:03,8,C
41,11/18/15 12:03,5,C
78,11/18/15 12:03,1,B
87,11/18/15 12:03,10,A
71,11/18/15 12:04,1,B
28,11/18/15 12:04,10,A
90,11/18/15 12:04,9,B
61,11/18/15 12:06,7,A
7,11/18/15 12:06,9,C
72,11/18/15 12:06,5,B
63,11/18/15 12:07,8,C
40,11/18/15 12:07,6,A
58,11/18/15 12:07,3,B
53,11/18/15 12:07,10,C
76,11/18/15 12:07,3,B
33,11/18/15 12:08,8,B
13,11/18/15 12:09,10,A
37,11/18/15 12:09,7,B
6,11/18/15 12:09,7,B
19,11/18/15 12:10,6,B
97,11/18/15 12:10,5,A
47,11/18/15 12:10,7,A
21,11/18/15 12:10,10,C
84,11/18/15 12:10,5,A
2,11/18/15 12:12,2,B
94,11/18/15 12:12,5,A
12,11/18/15 12:13,7,B
70,11/18/15 12:13,4,B
99,11/18/15 12:13,4,A
79,11/18/15 12:14,7,C
14,11/18/15 12:15,10,B
75,11/18/15 12:17,10,B
32,11/18/15 12:17,10,C
67,11/18/15 12:19,9,A
29,11/18/15 12:19,5,A
24,11/18/15 12:19,2,C
23,11/18/15 12:21,2,B
35,11/18/15 12:22,2,B
8,11/18/15 12:22,6,C
20,11/18/15 12:22,9,C
18,11/18/15 12:22,8,A
54,11/18/15 12:28,4,C
44,11/18/15 12:29,5,C
34,11/18/15 12:29,5,C
95,11/18/15 12:31,6,B
83,11/18/15 12:31,9,B
9,11/18/15 12:32,1,C
16,11/18/15 12:32,4,C
10,11/18/15 12:33,2,C
49,11/18/15 12:33,4,C
81,11/18/15 12:33,5,A
1,11/18/15 12:34,5,B
93,11/18/15 12:34,3,B
80,11/18/15 12:35,8,C
68,11/18/15 12:36,4,B
73,11/18/15 12:36,1,B
39,11/18/15 12:37,9,B
22,11/18/15 12:38,9,B
57,11/18/15 12:39,2,C
56,11/18/15 12:40,5,C
74,11/18/15 12:40,5,C
92,11/18/15 12:41,6,A
64,11/18/15 12:42,10,B
43,11/18/15 12:42,8,B
96,11/18/15 12:42,5,C
38,11/18/15 12:43,2,B
30,11/18/15 12:43,9,C
4,11/18/15 12:43,6,C
66,11/18/15 12:45,8,C
100,11/18/15 12:46,8,A
85,11/18/15 12:46,8,A
59,11/18/15 12:47,9,A
62,11/18/15 12:47,8,B
86,11/18/15 12:47,3,B
89,11/18/15 12:47,3,B
26,11/18/15 12:47,6,B
5,11/18/15 12:48,6,B
11,11/18/15 12:48,10,B
77,11/18/15 12:49,6,B
36,11/18/15 12:49,4,B
91,11/18/15 12:49,1,B
98,11/18/15 12:50,9,B
42,11/18/15 12:50,1,C
15,11/18/15 12:51,9,A
51,11/18/15 12:52,1,B
17,11/18/15 12:52,2,A
3,11/18/15 12:53,3,A
25,11/18/15 12:53,7,C
50,11/18/15 12:53,6,A
69,11/18/15 12:54,6,A
31,11/18/15 12:56,4,B
27,11/18/15 12:56,2,A
65,11/18/15 12:56,9,B
60,11/18/15 12:59,4,C
99,11/18/15 13:01,9,C
55,11/18/15 13:01,8,B
22,11/18/15 13:02,8,A
93,11/18/15 13:02,9,A
98,11/18/15 13:03,5,A
61,11/18/15 13:04,5,A
67,11/18/15 13:04,2,A
50,11/18/15 13:04,6,B
58,11/18/15 13:04,3,A
19,11/18/15 13:05,6,A
44,11/18/15 13:07,7,B
36,11/18/15 13:07,7,B
3,11/18/15 13:07,6,A
17,11/18/15 13:07,8,B
32,11/18/15 13:08,2,C
13,11/18/15 13:08,6,A
20,11/18/15 13:08,4,B
8,11/18/15 13:09,4,B
71,11/18/15 13:10,10,B
41,11/18/15 13:12,10,A
33,11/18/15 13:12,2,C
26,11/18/15 13:13,1,C
53,11/18/15 13:13,6,A
21,11/18/15 13:13,7,A
5,11/18/15 13:14,4,C
54,11/18/15 13:14,4,A
25,11/18/15 13:15,9,A
46,11/18/15 13:15,10,A
4,11/18/15 13:17,7,A
28,11/18/15 13:18,2,B
97,11/18/15 13:18,10,A
69,11/18/15 13:18,5,A
90,11/18/15 13:19,4,B
87,11/18/15 13:19,9,C
14,11/18/15 13:20,3,B
60,11/18/15 13:21,7,C
10,11/18/15 13:21,10,A
2,11/18/15 13:21,1,A
70,11/18/15 13:22,9,B
94,11/18/15 13:22,7,C
29,11/18/15 13:22,10,B
95,11/18/15 13:22,10,A
73,11/18/15 13:23,2,A
39,11/18/15 13:23,3,B
92,11/18/15 13:23,5,B
63,11/18/15 13:24,7,B
7,11/18/15 13:25,3,C
57,11/18/15 13:25,8,C
18,11/18/15 13:25,10,B
59,11/18/15 13:25,9,A
100,11/18/15 13:26,5,C
34,11/18/15 13:27,3,B
51,11/18/15 13:27,10,A
80,11/18/15 13:27,1,A
91,11/18/15 13:28,5,B
40,11/18/15 13:29,9,C
15,11/18/15 13:29,8,C
23,11/18/15 13:29,3,A
52,11/18/15 13:29,7,B
43,11/18/15 13:31,9,B
81,11/18/15 13:31,3,A
82,11/18/15 13:32,5,A
45,11/18/15 13:33,2,B
64,11/18/15 13:34,10,C
83,11/18/15 13:34,1,B
75,11/18/15 13:36,9,B
42,11/18/15 13:37,4,C
65,11/18/15 13:38,4,B
66,11/18/15 13:39,9,B
24,11/18/15 13:39,6,C
84,11/18/15 13:39,10,A
1,11/18/15 13:40,1,B
56,11/18/15 13:41,10,A
49,11/18/15 13:42,8,A
9,11/18/15 13:44,3,C
79,11/18/15 13:45,10,A
72,11/18/15 13:45,6,A
27,11/18/15 13:45,3,C
96,11/18/15 13:47,5,C
76,11/18/15 13:49,5,B
88,11/18/15 13:50,5,A
38,11/18/15 13:50,1,B
16,11/18/15 13:50,5,A
12,11/18/15 13:51,1,A
62,11/18/15 13:51,6,C
35,11/18/15 13:52,4,B
11,11/18/15 13:52,9,B
30,11/18/15 13:53,7,A
68,11/18/15 13:54,8,B
77,11/18/15 13:54,7,A
6,11/18/15 13:54,6,A
78,11/18/15 13:55,6,B
74,11/18/15 13:55,1,B
86,11/18/15 13:55,6,B
85,11/18/15 13:57,4,A
47,11/18/15 13:57,9,B
31,11/18/15 13:59,4,B
89,11/18/15 13:59,4,B
37,11/18/15 14:00,9,C
3,11/18/15 18:01,8,A
42,11/18/15 18:01,4,C
89,11/18/15 18:01,5,A
29,11/18/15 18:01,9,B
84,11/18/15 18:02,3,A
83,11/18/15 18:03,10,C
37,11/18/15 18:07,6,B
23,11/18/15 18:07,7,B
60,11/18/15 18:11,3,C
100,11/18/15 18:11,9,B
54,11/18/15 18:12,10,A
38,11/18/15 18:13,5,A
76,11/18/15 18:14,9,A
67,11/18/15 18:14,6,A
82,11/18/15 18:14,5,A
87,11/18/15 18:16,1,B
77,11/18/15 18:16,7,B
80,11/18/15 18:17,10,C
4,11/18/15 18:17,8,C
68,11/18/15 18:18,2,C
65,11/18/15 18:19,3,A
12,11/18/15 18:19,3,B
43,11/18/15 18:23,6,C
34,11/18/15 18:24,1,A
61,11/18/15 18:25,7,A
73,11/18/15 18:28,2,A
10,11/18/15 18:28,5,C
2,11/18/15 18:31,8,C
15,11/18/15 18:31,9,A
50,11/18/15 18:32,3,A
11,11/18/15 18:36,8,A
18,11/18/15 18:36,9,A
55,11/18/15 18:38,1,A
9,11/18/15 18:38,8,B
7,11/18/15 18:39,9,B
49,11/18/15 18:42,1,A
78,11/18/15 18:43,9,A
64,11/18/15 18:46,3,C
86,11/18/15 18:47,8,A
81,11/18/15 18:48,4,B
51,11/18/15 18:49,10,A
25,11/18/15 18:49,4,A
45,11/18/15 18:50,4,C
74,11/18/15 18:53,8,C
46,11/18/15 18:53,4,B
99,11/18/15 18:54,3,C
53,11/18/15 18:57,8,B
22,11/18/15 18:59,4,C
70,11/18/15 18:59,2,B
91,11/18/15 19:00,1,A
39,11/18/15 19:00,8,B
72,11/18/15 19:03,8,C
97,11/18/15 19:04,3,A
33,11/18/15 19:04,4,B
27,11/18/15 19:06,9,A
40,11/18/15 19:08,2,C
88,11/18/15 19:12,8,B
8,11/18/15 19:13,1,C
94,11/18/15 19:16,1,C
26,11/18/15 19:16,5,B
28,11/18/15 19:20,7,A
75,11/18/15 19:20,10,C
6,11/18/15 19:21,9,B
41,11/18/15 19:21,2,B
85,11/18/15 19:26,1,C
19,11/18/15 19:26,7,A
93,11/18/15 19:28,3,B
96,11/18/15 19:28,1,A
14,11/18/15 19:30,1,A
98,11/18/15 19:32,4,C
59,11/18/15 19:33,7,C
62,11/18/15 19:34,1,A
32,11/18/15 19:34,6,B
79,11/18/15 19:34,2,A
92,11/18/15 19:34,7,A
20,11/18/15 19:35,2,B
90,11/18/15 19:35,8,A
44,11/18/15 19:35,10,C
63,11/18/15 19:36,9,A
47,11/18/15 19:36,6,B
13,11/18/15 19:38,9,A
57,11/18/15 19:40,7,C
66,11/18/15 19:42,8,C
58,11/18/15 19:43,10,A
95,11/18/15 19:45,7,B
21,11/18/15 19:45,5,C
56,11/18/15 19:46,7,C
24,11/18/15 19:48,10,B
16,11/18/15 19:48,2,B
35,11/18/15 19:49,7,B
36,11/18/15 19:49,3,A
69,11/18/15 19:53,1,B
31,11/18/15 19:54,3,B
71,11/18/15 19:55,8,C
1,11/18/15 19:55,6,C
52,11/18/15 19:58,6,B
17,11/18/15 19:58,10,C
5,11/18/15 19:59,7,A
30,11/18/15 19:59,10,C
14,11/19/15 8:02,6,A
26,11/19/15 8:02,2,A
33,11/19/15 8:03,2,C
63,11/19/15 8:03,10,B
17,11/19/15 8:03,3,C
92,11/19/15 8:04,9,C
85,11/19/15 8:06,8,A
45,11/19/15 8:07,2,B
77,11/19/15 8:08,1,C
57,11/19/15 8:16,10,A
18,11/19/15 8:19,2,A
78,11/19/15 8:19,5,A
71,11/19/15 8:21,6,C
60,11/19/15 8:21,2,B
98,11/19/15 8:21,10,B
90,11/19/15 8:22,10,A
69,11/19/15 8:22,7,C
81,11/19/15 8:25,7,A
89,11/19/15 8:26,3,C
84,11/19/15 8:29,4,B
67,11/19/15 8:30,9,A
75,11/19/15 8:30,9,B
39,11/19/15 8:31,3,B
6,11/19/15 8:32,3,A
32,11/19/15 8:32,10,B
31,11/19/15 8:32,2,B
5,11/19/15 8:33,10,A
58,11/19/15 8:33,7,B
86,11/19/15 8:33,10,B
94,11/19/15 8:34,5,B
55,11/19/15 8:35,1,B
16,11/19/15 8:36,1,A
91,11/19/15 8:40,10,B
87,11/19/15 8:41,9,A
40,11/19/15 8:42,8,B
54,11/19/15 8:44,7,A
53,11/19/15 8:45,6,B
96,11/19/15 8:45,10,C
70,11/19/15 8:46,9,C
4,11/19/15 8:47,7,C
83,11/19/15 8:48,7,C
13,11/19/15 8:48,1,A
97,11/19/15 8:48,10,A
100,11/19/15 8:48,9,C
79,11/19/15 8:49,10,B
29,11/19/15 8:51,9,B
22,11/19/15 8:52,9,A
28,11/19/15 8:53,7,B
93,11/19/15 8:54,10,A
24,11/19/15 8:55,9,C
65,11/19/15 8:56,10,C
50,11/19/15 8:56,9,B
1,11/19/15 9:01,4,A
61,11/19/15 9:07,3,B
43,11/19/15 9:10,9,B
34,11/19/15 9:11,1,C
25,11/19/15 9:11,6,A
80,11/19/15 9:12,3,B
12,11/19/15 9:13,5,A
74,11/19/15 9:15,10,A
11,11/19/15 9:17,1,B
37,11/19/15 9:18,3,A
36,11/19/15 9:20,5,B
51,11/19/15 9:22,8,A
64,11/19/15 9:22,7,A
9,11/19/15 9:23,9,C
20,11/19/15 9:24,8,B
88,11/19/15 9:24,1,B
56,11/19/15 9:25,10,C
19,11/19/15 9:26,4,C
95,11/19/15 9:26,4,B
3,11/19/15 9:26,10,B
42,11/19/15 9:26,2,A
73,11/19/15 9:27,1,B
47,11/19/15 9:28,7,A
21,11/19/15 9:29,1,B
7,11/19/15 9:30,9,A
41,11/19/15 9:35,3,C
30,11/19/15 9:35,2,C
46,11/19/15 9:36,10,B
66,11/19/15 9:38,5,A
23,11/19/15 9:39,10,C
72,11/19/15 9:40,9,C
49,11/19/15 9:40,7,B
2,11/19/15 9:41,5,C
10,11/19/15 9:41,10,A
68,11/19/15 9:41,3,C
35,11/19/15 9:44,2,C
59,11/19/15 9:45,8,C
52,11/19/15 9:45,5,C
82,11/19/15 9:47,4,A
15,11/19/15 9:48,3,B
99,11/19/15 9:49,10,B
38,11/19/15 9:50,5,B
8,11/19/15 9:51,8,C
76,11/19/15 9:56,5,C
62,11/19/15 9:58,5,C
27,11/19/15 9:58,9,A
44,11/19/15 9:59,1,A
97,11/19/15 12:01,1,A
99,11/19/15 12:01,7,B
13,11/19/15 12:01,1,B
55,11/19/15 12:02,6,C
51,11/19/15 12:02,6,A
9,11/19/15 12:02,7,B
98,11/19/15 12:02,3,A
68,11/19/15 12:03,8,A
60,11/19/15 12:04,3,B
89,11/19/15 12:04,9,C
54,11/19/15 12:04,4,C
20,11/19/15 12:04,6,C
44,11/19/15 12:05,5,A
11,11/19/15 12:06,6,A
15,11/19/15 12:07,5,A
67,11/19/15 12:07,1,A
70,11/19/15 12:08,6,A
23,11/19/15 12:09,4,B
81,11/19/15 12:09,9,B
66,11/19/15 12:09,6,B
26,11/19/15 12:10,8,A
14,11/19/15 12:10,9,B
35,11/19/15 12:11,5,B
61,11/19/15 12:11,1,C
92,11/19/15 12:12,6,B
76,11/19/15 12:12,8,C
27,11/19/15 12:14,7,A
49,11/19/15 12:14,2,A
17,11/19/15 12:14,4,A
33,11/19/15 12:14,3,A
3,11/19/15 12:18,10,C
90,11/19/15 12:18,1,C
62,11/19/15 12:18,1,B
8,11/19/15 12:18,2,B
47,11/19/15 12:18,4,B
79,11/19/15 12:18,9,C
41,11/19/15 12:19,8,A
53,11/19/15 12:19,4,A
25,11/19/15 12:19,10,B
75,11/19/15 12:19,5,C
95,11/19/15 12:20,1,C
84,11/19/15 12:20,4,A
16,11/19/15 12:21,3,C
1,11/19/15 12:24,7,C
91,11/19/15 12:25,8,B
96,11/19/15 12:27,8,C
12,11/19/15 12:27,5,C
78,11/19/15 12:28,4,C
29,11/19/15 12:29,2,A
7,11/19/15 12:29,1,B
46,11/19/15 12:30,4,C
2,11/19/15 12:30,9,A
71,11/19/15 12:31,3,B
39,11/19/15 12:32,2,C
88,11/19/15 12:34,7,A
52,11/19/15 12:35,9,B
80,11/19/15 12:35,10,C
34,11/19/15 12:35,5,A
18,11/19/15 12:36,1,B
72,11/19/15 12:37,7,A
73,11/19/15 12:38,8,C
38,11/19/15 12:39,10,C
28,11/19/15 12:40,9,C
63,11/19/15 12:40,3,B
82,11/19/15 12:41,4,C
22,11/19/15 12:42,1,A
56,11/19/15 12:43,4,C
40,11/19/15 12:43,9,A
86,11/19/15 12:46,7,B
100,11/19/15 12:46,6,B
42,11/19/15 12:47,6,B
21,11/19/15 12:47,5,A
4,11/19/15 12:48,10,C
64,11/19/15 12:48,8,C
77,11/19/15 12:50,2,B
87,11/19/15 12:50,2,B
85,11/19/15 12:51,4,B
5,11/19/15 12:51,6,C
32,11/19/15 12:51,5,A
69,11/19/15 12:52,1,A
10,11/19/15 12:52,4,A
65,11/19/15 12:52,2,C
50,11/19/15 12:52,2,C
37,11/19/15 12:52,1,C
58,11/19/15 12:52,3,C
43,11/19/15 12:52,1,C
94,11/19/15 12:53,8,C
59,11/19/15 12:54,6,B
57,11/19/15 12:55,10,C
19,11/19/15 12:56,4,A
74,11/19/15 12:56,10,C
30,11/19/15 12:57,2,B
36,11/19/15 12:57,9,A
24,11/19/15 12:57,2,C
93,11/19/15 12:57,7,B
45,11/19/15 12:58,8,C
31,11/19/15 12:58,8,B
83,11/19/15 12:59,7,C
6,11/19/15 12:59,9,C
18,11/19/15 13:01,10,B
67,11/19/15 13:01,8,B
29,11/19/15 13:02,6,C
86,11/19/15 13:03,10,B
91,11/19/15 13:03,7,A
97,11/19/15 13:03,4,A
87,11/19/15 13:04,6,B
73,11/19/15 13:04,9,B
61,11/19/15 13:04,9,A
65,11/19/15 13:04,6,B
72,11/19/15 13:05,7,B
54,11/19/15 13:08,2,C
42,11/19/15 13:11,6,C
60,11/19/15 13:11,2,C
52,11/19/15 13:13,2,B
79,11/19/15 13:13,6,C
38,11/19/15 13:15,1,B
70,11/19/15 13:16,8,A
92,11/19/15 13:17,7,B
85,11/19/15 13:18,6,B
30,11/19/15 13:19,5,A
47,11/19/15 13:19,9,A
17,11/19/15 13:20,3,C
44,11/19/15 13:20,2,A
66,11/19/15 13:20,10,B
46,11/19/15 13:20,5,B
81,11/19/15 13:20,10,A
69,11/19/15 13:22,6,B
94,11/19/15 13:22,5,A
78,11/19/15 13:22,10,C
80,11/19/15 13:23,8,B
1,11/19/15 13:23,2,B
56,11/19/15 13:26,1,C
32,11/19/15 13:26,2,A
43,11/19/15 13:26,9,C
41,11/19/15 13:26,3,A
95,11/19/15 13:26,9,A
2,11/19/15 13:27,1,A
22,11/19/15 13:27,6,B
28,11/19/15 13:28,8,C
37,11/19/15 13:28,7,A
55,11/19/15 13:30,7,C
89,11/19/15 13:30,10,A
11,11/19/15 13:30,5,A
5,11/19/15 13:30,2,B
40,11/19/15 13:30,2,C
64,11/19/15 13:31,8,B
3,11/19/15 13:31,4,A
4,11/19/15 13:31,8,C
98,11/19/15 13:32,2,B
77,11/19/15 13:32,2,A
100,11/19/15 13:33,7,C
24,11/19/15 13:36,4,C
93,11/19/15 13:36,9,B
26,11/19/15 13:37,5,B
19,11/19/15 13:38,6,C
13,11/19/15 13:38,9,A
45,11/19/15 13:39,6,A
90,11/19/15 13:39,8,A
51,11/19/15 13:40,8,A
58,11/19/15 13:40,7,C
36,11/19/15 13:41,8,A
25,11/19/15 13:41,8,C
34,11/19/15 13:42,6,B
83,11/19/15 13:44,1,A
53,11/19/15 13:44,7,C
59,11/19/15 13:44,5,A
21,11/19/15 13:46,6,A
12,11/19/15 13:46,10,A
82,11/19/15 13:46,1,A
33,11/19/15 13:47,10,A
96,11/19/15 13:47,5,C
99,11/19/15 13:48,6,C
23,11/19/15 13:48,8,B
16,11/19/15 13:48,8,A
9,11/19/15 13:48,2,C
14,11/19/15 13:48,3,C
71,11/19/15 13:48,10,B
27,11/19/15 13:49,2,A
31,11/19/15 13:49,9,C
63,11/19/15 13:49,5,A
62,11/19/15 13:51,9,C
76,11/19/15 13:51,4,B
49,11/19/15 13:51,6,B
15,11/19/15 13:52,1,C
74,11/19/15 13:52,10,C
88,11/19/15 13:52,2,B
7,11/19/15 13:53,7,A
35,11/19/15 13:53,1,A
8,11/19/15 13:54,3,A
10,11/19/15 13:55,4,A
75,11/19/15 13:55,4,B
68,11/19/15 13:56,1,C
20,11/19/15 13:56,4,A
6,11/19/15 13:57,10,B
39,11/19/15 13:58,10,C
57,11/19/15 13:59,6,C
84,11/19/15 13:59,1,B
50,11/19/15 13:59,1,A
11,11/19/15 18:00,4,B
54,11/19/15 18:00,10,B
100,11/19/15 18:02,9,B
2,11/19/15 18:03,7,A
46,11/19/15 18:04,2,B
79,11/19/15 18:05,5,B
53,11/19/15 18:05,5,B
6,11/19/15 18:07,10,A
92,11/19/15 18:07,5,A
83,11/19/15 18:08,9,C
10,11/19/15 18:09,2,B
80,11/19/15 18:11,2,A
33,11/19/15 18:11,7,B
67,11/19/15 18:11,5,C
14,11/19/15 18:13,5,A
52,11/19/15 18:13,5,B
8,11/19/15 18:13,10,C
47,11/19/15 18:13,4,B
12,11/19/15 18:14,10,A
64,11/19/15 18:14,4,A
25,11/19/15 18:15,6,A
95,11/19/15 18:16,4,B
17,11/19/15 18:18,9,A
13,11/19/15 18:18,7,A
16,11/19/15 18:18,5,A
43,11/19/15 18:19,2,A
55,11/19/15 18:21,7,C
86,11/19/15 18:22,1,B
98,11/19/15 18:22,9,A
32,11/19/15 18:22,5,C
60,11/19/15 18:24,7,C
34,11/19/15 18:24,10,B
69,11/19/15 18:30,10,A
73,11/19/15 18:30,5,B
27,11/19/15 18:31,5,B
93,11/19/15 18:33,1,A
28,11/19/15 18:33,4,A
51,11/19/15 18:36,8,A
66,11/19/15 18:38,4,B
18,11/19/15 18:39,1,B
23,11/19/15 18:43,8,C
37,11/19/15 18:43,4,B
97,11/19/15 18:44,2,A
78,11/19/15 18:46,7,B
94,11/19/15 18:47,8,A
24,11/19/15 18:48,7,C
74,11/19/15 18:49,8,A
39,11/19/15 18:50,9,A
99,11/19/15 18:50,5,B
76,11/19/15 18:55,3,C
30,11/19/15 18:56,1,A
70,11/19/15 18:57,3,B
20,11/19/15 18:59,3,B
40,11/19/15 19:03,8,C
62,11/19/15 19:04,6,C
63,11/19/15 19:08,7,A
65,11/19/15 19:08,8,C
75,11/19/15 19:08,1,B
58,11/19/15 19:09,8,C
21,11/19/15 19:10,10,C
38,11/19/15 19:10,1,C
90,11/19/15 19:13,8,B
87,11/19/15 19:13,2,C
45,11/19/15 19:13,5,A
4,11/19/15 19:13,2,A
77,11/19/15 19:14,7,B
35,11/19/15 19:14,4,A
50,11/19/15 19:15,10,C
61,11/19/15 19:17,6,B
81,11/19/15 19:19,2,A
91,11/19/15 19:20,2,A
85,11/19/15 19:20,6,C
22,11/19/15 19:21,4,C
44,11/19/15 19:24,1,B
41,11/19/15 19:25,9,B
29,11/19/15 19:25,9,C
3,11/19/15 19:26,3,A
7,11/19/15 19:28,10,C
36,11/19/15 19:31,6,B
71,11/19/15 19:33,2,C
19,11/19/15 19:33,8,B
5,11/19/15 19:38,10,C
1,11/19/15 19:38,7,B
72,11/19/15 19:39,4,B
26,11/19/15 19:40,6,A
9,11/19/15 19:41,3,A
56,11/19/15 19:43,2,A
15,11/19/15 19:45,8,B
84,11/19/15 19:45,9,A
68,11/19/15 19:46,2,C
57,11/19/15 19:46,4,A
96,11/19/15 19:47,7,A
59,11/19/15 19:49,6,A
88,11/19/15 19:53,4,C
89,11/19/15 19:54,10,A
42,11/19/15 19:55,10,B
49,11/19/15 19:58,1,B
31,11/19/15 19:58,1,B
82,11/19/15 19:58,4,C
11,11/20/15 8:00,8,C
29,11/20/15 8:02,6,A
24,11/20/15 8:02,1,A
19,11/20/15 8:04,5,C
85,11/20/15 8:06,10,C
52,11/20/15 8:09,4,A
39,11/20/15 8:09,10,B
77,11/20/15 8:11,3,A
16,11/20/15 8:12,7,C
81,11/20/15 8:12,6,A
41,11/20/15 8:12,3,B
2,11/20/15 8:15,6,C
84,11/20/15 8:16,1,C
22,11/20/15 8:16,4,A
79,11/20/15 8:17,5,B
51,11/20/15 8:17,3,C
1,11/20/15 8:18,6,B
96,11/20/15 8:18,7,C
33,11/20/15 8:19,5,A
36,11/20/15 8:23,1,C
12,11/20/15 8:26,8,A
8,11/20/15 8:27,1,C
87,11/20/15 8:28,2,B
69,11/20/15 8:28,4,B
83,11/20/15 8:28,9,B
43,11/20/15 8:28,5,B
59,11/20/15 8:30,10,C
31,11/20/15 8:30,9,B
95,11/20/15 8:31,8,C
6,11/20/15 8:31,8,C
55,11/20/15 8:31,8,B
28,11/20/15 8:33,1,B
13,11/20/15 8:34,9,A
46,11/20/15 8:35,1,C
44,11/20/15 8:36,5,B
82,11/20/15 8:37,8,B
70,11/20/15 8:37,2,C
34,11/20/15 8:37,1,A
74,11/20/15 8:38,4,C
47,11/20/15 8:40,4,C
26,11/20/15 8:40,9,A
20,11/20/15 8:41,3,A
99,11/20/15 8:43,5,B
86,11/20/15 8:44,2,B
30,11/20/15 8:45,10,C
56,11/20/15 8:45,2,C
71,11/20/15 8:47,2,B
5,11/20/15 8:53,10,B
3,11/20/15 8:56,6,B
89,11/20/15 8:57,7,C
78,11/20/15 9:00,1,C
38,11/20/15 9:00,7,A
40,11/20/15 9:01,2,C
54,11/20/15 9:01,3,C
75,11/20/15 9:03,2,C
100,11/20/15 9:04,9,C
49,11/20/15 9:05,2,B
9,11/20/15 9:05,1,C
94,11/20/15 9:07,2,A
50,11/20/15 9:11,9,A
27,11/20/15 9:16,5,C
37,11/20/15 9:17,5,B
63,11/20/15 9:18,6,C
18,11/20/15 9:18,3,C
23,11/20/15 9:19,4,C
21,11/20/15 9:20,2,B
17,11/20/15 9:21,3,A
93,11/20/15 9:22,6,C
62,11/20/15 9:23,6,B
65,11/20/15 9:27,4,C
98,11/20/15 9:28,4,A
67,11/20/15 9:28,9,C
4,11/20/15 9:30,10,C
66,11/20/15 9:31,2,B
57,11/20/15 9:33,8,B
32,11/20/15 9:33,3,A
92,11/20/15 9:34,3,B
88,11/20/15 9:34,4,A
14,11/20/15 9:36,6,A
15,11/20/15 9:37,2,B
97,11/20/15 9:40,7,A
60,11/20/15 9:41,8,C
10,11/20/15 9:43,5,C
7,11/20/15 9:45,4,C
45,11/20/15 9:46,5,A
73,11/20/15 9:47,7,B
53,11/20/15 9:50,2,B
90,11/20/15 9:51,7,A
80,11/20/15 9:51,10,A
76,11/20/15 9:52,1,B
25,11/20/15 9:54,10,B
68,11/20/15 9:54,5,C
64,11/20/15 9:56,1,B
58,11/20/15 9:56,9,B
42,11/20/15 9:57,2,B
72,11/20/15 9:57,4,C
35,11/20/15 9:58,8,B
91,11/20/15 9:58,4,A
61,11/20/15 9:59,9,C
82,11/20/15 12:00,2,A
54,11/20/15 12:01,10,A
37,11/20/15 12:01,4,B
24,11/20/15 12:02,10,A
56,11/20/15 12:02,5,C
40,11/20/15 12:03,10,B
21,11/20/15 12:03,6,A
66,11/20/15 12:03,4,B
75,11/20/15 12:04,8,B
39,11/20/15 12:05,2,C
41,11/20/15 12:06,2,C
63,11/20/15 12:06,8,A
70,11/20/15 12:06,2,A
94,11/20/15 12:06,4,B
90,11/20/15 12:06,10,C
72,11/20/15 12:06,9,A
10,11/20/15 12:07,9,A
58,11/20/15 12:07,6,B
61,11/20/15 12:08,4,C
19,11/20/15 12:10,5,C
35,11/20/15 12:12,7,C
87,11/20/15 12:12,4,C
81,11/20/15 12:15,9,C
17,11/20/15 12:15,3,B
45,11/20/15 12:15,4,B
83,11/20/15 12:16,1,A
42,11/20/15 12:16,2,A
30,11/20/15 12:16,10,C
84,11/20/15 12:17,5,A
1,11/20/15 12:18,4,B
62,11/20/15 12:19,8,B
16,11/20/15 12:20,2,A
11,11/20/15 12:21,1,C
38,11/20/15 12:21,5,B
26,11/20/15 12:21,10,A
36,11/20/15 12:22,10,B
64,11/20/15 12:23,5,C
95,11/20/15 12:23,5,B
5,11/20/15 12:24,9,B
96,11/20/15 12:24,2,A
13,11/20/15 12:25,4,B
59,11/20/15 12:27,9,C
71,11/20/15 12:28,5,B
8,11/20/15 12:29,9,A
91,11/20/15 12:29,7,B
52,11/20/15 12:30,5,C
98,11/20/15 12:31,10,A
85,11/20/15 12:32,3,B
65,11/20/15 12:33,1,B
60,11/20/15 12:33,10,C
15,11/20/15 12:33,3,A
73,11/20/15 12:34,7,C
4,11/20/15 12:34,3,B
99,11/20/15 12:35,8,B
100,11/20/15 12:35,6,C
49,11/20/15 12:36,7,A
51,11/20/15 12:36,7,C
46,11/20/15 12:36,10,B
20,11/20/15 12:39,8,A
77,11/20/15 12:39,7,B
28,11/20/15 12:39,9,A
18,11/20/15 12:41,8,A
92,11/20/15 12:41,10,A
44,11/20/15 12:42,7,B
79,11/20/15 12:42,9,B
76,11/20/15 12:42,10,C
53,11/20/15 12:42,1,B
47,11/20/15 12:43,9,A
25,11/20/15 12:43,10,A
9,11/20/15 12:44,4,A
